timme	koll	dag	månad	år	veckodag	antal	temperatur	nederbörd	vind
11	1	31	05	2012	4	60	13.20	0.00	4.00
12	1	31	05	2012	4	83	14.20	0.00	4.30
13	1	31	05	2012	4	87	14.50	0.00	5.50
14	1	31	05	2012	4	80	13.70	0.00	4.60
15	1	31	05	2012	4	99	14.30	0.00	4.90
16	1	31	05	2012	4	129	13.70	0.00	4.40
17	1	31	05	2012	4	137	12.70	0.00	4.90
18	1	31	05	2012	4	81	12.00	0.00	4.30
19	1	31	05	2012	4	57	11.50	0.00	4.00
20	1	31	05	2012	4	45	10.50	0.00	3.60
21	1	31	05	2012	4	33	9.10	0.00	3.00
22	1	31	05	2012	4	18	8.10	0.00	3.10
23	1	31	05	2012	4	14	7.20	0.00	2.60
00	-23	01	06	2012	5	6	6.50	0.00	2.20
01	1	01	06	2012	5	5	6.00	0.00	1.80
02	1	01	06	2012	5	4	5.70	0.00	1.90
03	1	01	06	2012	5	2	5.90	0.00	1.60
04	1	01	06	2012	5	0	6.10	0.00	1.40
05	1	01	06	2012	5	1	7.90	0.00	2.30
06	1	01	06	2012	5	0	8.00	0.00	2.30
07	1	01	06	2012	5	0	8.10	0.00	2.60
08	1	01	06	2012	5	30	8.70	0.00	2.50
09	1	01	06	2012	5	56	10.30	0.00	2.10
10	1	01	06	2012	5	52	10.40	0.00	3.40
11	1	01	06	2012	5	61	9.70	0.00	4.10
12	1	01	06	2012	5	107	10.10	0.00	2.80
13	1	01	06	2012	5	80	12.80	0.00	1.20
14	1	01	06	2012	5	49	11.70	0.00	3.30
15	1	01	06	2012	5	75	8.00	0.20	4.60
16	1	01	06	2012	5	100	8.10	0.40	4.40
17	1	01	06	2012	5	75	7.60	1.90	5.90
18	1	01	06	2012	5	34	7.30	1.20	5.00
19	1	01	06	2012	5	31	7.20	0.10	3.70
20	1	01	06	2012	5	21	6.90	0.10	4.10
21	1	01	06	2012	5	28	6.80	0.00	5.50
22	1	01	06	2012	5	9	6.50	0.00	5.30
23	1	01	06	2012	5	10	6.40	0.00	4.90
00	-23	02	06	2012	6	7	6.30	0.00	4.70
02	2	02	06	2012	6	4	6.30	0.00	4.80
03	1	02	06	2012	6	5	5.90	0.00	4.60
04	1	02	06	2012	6	1	5.70	0.00	3.90
05	1	02	06	2012	6	6	4.60	0.00	3.70
06	1	02	06	2012	6	11	5.70	0.00	3.60
07	1	02	06	2012	6	9	7.10	0.00	3.80
08	1	02	06	2012	6	17	8.70	0.00	4.30
09	1	02	06	2012	6	41	9.10	0.00	5.40
10	1	02	06	2012	6	46	10.30	0.00	5.60
11	1	02	06	2012	6	62	11.10	0.00	6.30
12	1	02	06	2012	6	68	12.40	0.00	6.50
13	1	02	06	2012	6	70	12.80	0.00	7.00
14	1	02	06	2012	6	56	13.30	0.00	7.20
15	1	02	06	2012	6	55	13.30	0.00	7.20
16	1	02	06	2012	6	53	12.90	0.00	7.10
17	1	02	06	2012	6	46	12.10	0.00	7.40
18	1	02	06	2012	6	49	8.40	0.00	6.60
19	1	02	06	2012	6	25	8.80	0.00	5.30
20	1	02	06	2012	6	24	8.70	0.00	6.00
21	1	02	06	2012	6	18	8.00	0.00	5.70
22	1	02	06	2012	6	12	7.50	0.00	6.00
23	1	02	06	2012	6	17	6.80	0.00	5.80
00	-23	03	06	2012	7	10	6.30	0.00	5.70
01	1	03	06	2012	7	9	6.10	0.00	5.90
02	1	03	06	2012	7	5	5.90	0.00	5.80
03	1	03	06	2012	7	4	5.70	0.00	5.90
04	1	03	06	2012	7	2	5.70	0.00	5.90
05	1	03	06	2012	7	16	6.20	0.00	5.60
06	1	03	06	2012	7	15	7.80	0.00	6.00
07	1	03	06	2012	7	10	9.60	0.00	6.40
08	1	03	06	2012	7	13	11.10	0.00	7.30
09	1	03	06	2012	7	17	12.10	0.00	7.20
10	1	03	06	2012	7	28	12.60	0.00	7.10
11	1	03	06	2012	7	27	13.30	0.00	7.10
12	1	03	06	2012	7	48	14.00	0.00	7.10
13	1	03	06	2012	7	42	14.10	0.00	7.20
14	1	03	06	2012	7	70	14.20	0.00	6.70
15	1	03	06	2012	7	50	13.40	0.00	6.80
16	1	03	06	2012	7	59	13.40	0.00	6.20
17	1	03	06	2012	7	48	12.30	0.00	6.80
18	1	03	06	2012	7	34	11.40	0.00	6.40
19	1	03	06	2012	7	18	10.00	0.00	5.30
20	1	03	06	2012	7	27	9.30	0.00	4.50
21	1	03	06	2012	7	12	8.20	0.00	4.10
22	1	03	06	2012	7	9	7.30	0.00	3.80
23	1	03	06	2012	7	4	6.60	0.00	3.40
00	-23	04	06	2012	1	1	6.00	0.00	3.10
01	1	04	06	2012	1	0	5.40	0.00	2.80
02	1	04	06	2012	1	2	5.60	0.00	2.80
03	1	04	06	2012	1	4	6.40	0.00	2.90
04	1	04	06	2012	1	2	6.80	0.00	3.20
05	1	04	06	2012	1	9	7.10	0.00	3.20
06	1	04	06	2012	1	59	7.00	0.00	3.40
07	1	04	06	2012	1	116	8.70	0.00	3.40
08	1	04	06	2012	1	69	10.70	0.00	4.10
09	1	04	06	2012	1	53	11.80	0.00	3.50
10	1	04	06	2012	1	66	11.50	0.00	4.40
11	1	04	06	2012	1	78	13.20	0.00	4.00
12	1	04	06	2012	1	80	13.70	0.00	5.30
13	1	04	06	2012	1	0	13.70	0.00	5.40
14	1	04	06	2012	1	78	14.80	0.20	4.80
15	1	04	06	2012	1	105	14.90	0.40	5.60
16	1	04	06	2012	1	136	14.70	0.10	5.50
17	1	04	06	2012	1	126	13.10	0.10	4.20
18	1	04	06	2012	1	72	12.70	0.00	4.70
19	1	04	06	2012	1	60	10.00	0.00	4.70
20	1	04	06	2012	1	33	9.50	0.00	3.50
21	1	04	06	2012	1	25	8.50	0.00	3.00
22	1	04	06	2012	1	16	8.70	0.00	2.70
23	1	04	06	2012	1	2	8.40	0.00	3.10
00	-23	05	06	2012	2	1	8.20	0.00	3.20
01	1	05	06	2012	2	0	7.40	0.00	2.20
02	1	05	06	2012	2	0	6.40	0.00	1.80
03	1	05	06	2012	2	0	5.60	0.00	1.70
04	1	05	06	2012	2	2	5.40	0.00	1.80
05	1	05	06	2012	2	9	6.50	0.00	1.60
06	1	05	06	2012	2	53	8.60	0.00	2.80
07	1	05	06	2012	2	87	9.40	0.00	3.20
08	1	05	06	2012	2	63	10.00	0.00	3.50
09	1	05	06	2012	2	38	10.00	0.00	2.50
10	1	05	06	2012	2	40	10.90	0.10	3.60
11	1	05	06	2012	2	57	11.70	0.00	2.50
12	1	05	06	2012	2	50	11.40	0.00	3.90
13	1	05	06	2012	2	57	13.10	0.20	5.20
14	1	05	06	2012	2	50	14.10	0.00	5.30
15	1	05	06	2012	2	74	14.00	0.00	7.30
16	1	05	06	2012	2	104	11.90	0.00	5.40
17	1	05	06	2012	2	89	13.00	0.00	6.90
18	1	05	06	2012	2	67	12.30	0.00	6.50
19	1	05	06	2012	2	41	11.70	0.00	5.90
20	1	05	06	2012	2	0	10.70	0.00	5.10
21	1	05	06	2012	2	0	9.50	0.00	4.60
22	1	05	06	2012	2	22	8.40	0.00	4.10
23	1	05	06	2012	2	18	7.60	0.00	3.70
00	-23	06	06	2012	3	11	6.90	0.00	3.50
01	1	06	06	2012	3	3	6.30	0.00	3.40
02	1	06	06	2012	3	1	6.00	0.00	3.40
03	1	06	06	2012	3	0	5.50	0.00	3.30
04	1	06	06	2012	3	1	5.30	0.00	3.10
05	1	06	06	2012	3	3	6.10	0.00	3.10
06	1	06	06	2012	3	9	7.60	0.00	3.40
07	1	06	06	2012	3	7	9.00	0.00	3.70
08	1	06	06	2012	3	10	10.20	0.00	3.00
09	1	06	06	2012	3	20	11.00	0.00	2.40
10	1	06	06	2012	3	26	11.00	0.00	3.00
11	1	06	06	2012	3	43	11.10	0.00	2.20
12	1	06	06	2012	3	48	13.40	0.00	2.40
13	1	06	06	2012	3	44	14.00	0.00	3.10
14	1	06	06	2012	3	52	14.50	0.00	3.20
15	1	06	06	2012	3	78	14.40	0.00	3.40
16	1	06	06	2012	3	82	13.70	0.00	2.20
17	1	06	06	2012	3	43	14.40	0.00	1.30
18	1	06	06	2012	3	56	12.20	0.00	1.20
19	1	06	06	2012	3	44	12.30	0.00	1.90
20	1	06	06	2012	3	23	11.60	0.00	2.10
21	1	06	06	2012	3	25	9.70	0.00	1.40
22	1	06	06	2012	3	11	8.50	0.00	1.20
23	1	06	06	2012	3	4	8.50	0.00	2.00
00	-23	07	06	2012	4	0	8.30	0.00	2.20
01	1	07	06	2012	4	2	7.30	0.00	1.90
02	1	07	06	2012	4	0	7.10	0.00	1.40
03	1	07	06	2012	4	3	7.10	0.00	1.60
04	1	07	06	2012	4	2	7.20	0.00	1.80
05	1	07	06	2012	4	11	7.40	0.00	1.50
06	1	07	06	2012	4	37	8.70	0.00	0.70
07	1	07	06	2012	4	67	9.40	0.10	0.60
08	1	07	06	2012	4	102	9.80	0.10	0.90
09	1	07	06	2012	4	37	10.60	0.20	1.20
10	1	07	06	2012	4	44	11.50	0.30	2.00
11	1	07	06	2012	4	84	11.90	0.40	2.30
12	1	07	06	2012	4	66	12.10	0.40	2.40
13	1	07	06	2012	4	74	13.40	0.20	2.50
14	1	07	06	2012	4	54	13.10	0.10	2.90
15	1	07	06	2012	4	100	12.50	0.10	2.60
16	1	07	06	2012	4	104	12.60	0.00	2.60
17	1	07	06	2012	4	93	12.80	0.00	2.60
18	1	07	06	2012	4	76	12.30	0.00	1.60
19	1	07	06	2012	4	188	12.00	0.00	1.50
20	1	07	06	2012	4	132	11.70	0.00	1.90
21	1	07	06	2012	4	40	11.40	0.00	2.00
22	1	07	06	2012	4	11	11.10	0.00	2.10
23	1	07	06	2012	4	6	10.10	0.00	2.20
00	-23	08	06	2012	5	4	8.80	0.00	2.40
01	1	08	06	2012	5	0	7.70	0.00	2.30
02	1	08	06	2012	5	1	7.10	0.00	2.50
03	1	08	06	2012	5	0	6.60	0.00	3.00
04	1	08	06	2012	5	2	6.40	0.00	2.60
05	1	08	06	2012	5	5	7.40	0.00	3.10
06	1	08	06	2012	5	44	8.90	0.00	3.00
07	1	08	06	2012	5	65	11.90	0.00	3.70
08	1	08	06	2012	5	51	14.00	0.00	4.50
09	1	08	06	2012	5	28	15.40	0.00	4.80
10	1	08	06	2012	5	52	16.60	0.00	5.00
11	1	08	06	2012	5	70	17.60	0.00	5.20
12	1	08	06	2012	5	81	18.00	0.00	5.20
13	1	08	06	2012	5	57	17.80	0.10	5.40
14	1	08	06	2012	5	60	17.40	0.30	5.50
15	1	08	06	2012	5	69	16.30	0.20	5.10
16	1	08	06	2012	5	43	15.20	0.70	4.60
17	1	08	06	2012	5	48	14.20	1.60	4.70
18	1	08	06	2012	5	33	11.30	1.80	3.80
19	1	08	06	2012	5	20	11.30	0.40	3.50
20	1	08	06	2012	5	6	11.10	0.20	2.10
21	1	08	06	2012	5	14	11.10	0.40	1.70
22	1	08	06	2012	5	18	11.20	0.10	2.50
23	1	08	06	2012	5	9	11.10	0.00	3.40
00	-23	09	06	2012	6	5	11.40	0.00	4.60
01	1	09	06	2012	6	0	11.40	0.00	5.00
02	1	09	06	2012	6	0	11.10	0.00	4.30
03	1	09	06	2012	6	2	10.20	0.00	3.50
04	1	09	06	2012	6	1	9.70	0.00	2.70
05	1	09	06	2012	6	3	10.10	0.00	2.20
06	1	09	06	2012	6	6	9.80	0.00	2.70
07	1	09	06	2012	6	10	10.50	0.00	1.80
08	1	09	06	2012	6	18	11.30	0.00	1.90
09	1	09	06	2012	6	25	11.80	0.00	1.50
10	1	09	06	2012	6	43	13.10	0.00	2.00
11	1	09	06	2012	6	84	15.20	0.00	2.80
12	1	09	06	2012	6	92	17.00	0.00	5.70
13	1	09	06	2012	6	85	18.10	0.60	5.50
14	1	09	06	2012	6	69	19.10	0.00	5.70
15	1	09	06	2012	6	51	18.90	0.00	5.70
16	1	09	06	2012	6	36	16.90	0.00	5.50
17	1	09	06	2012	6	44	16.70	0.00	4.60
18	1	09	06	2012	6	54	16.30	0.00	6.20
19	1	09	06	2012	6	42	13.70	0.00	4.10
20	1	09	06	2012	6	20	12.80	0.20	3.30
21	1	09	06	2012	6	0	12.10	0.00	2.40
22	1	09	06	2012	6	30	11.20	0.00	1.90
23	1	09	06	2012	6	24	9.90	0.00	1.10
00	-23	10	06	2012	7	23	10.40	0.00	1.90
01	1	10	06	2012	7	13	10.70	0.00	2.30
02	1	10	06	2012	7	17	10.70	0.00	2.70
03	1	10	06	2012	7	2	10.40	0.00	3.10
04	1	10	06	2012	7	3	10.40	0.00	3.60
05	1	10	06	2012	7	4	10.80	0.00	3.50
06	1	10	06	2012	7	11	11.70	0.00	3.80
07	1	10	06	2012	7	3	13.10	0.00	4.20
08	1	10	06	2012	7	12	14.30	0.00	5.00
09	1	10	06	2012	7	15	14.40	0.00	5.80
10	1	10	06	2012	7	28	16.00	0.00	6.00
11	1	10	06	2012	7	44	14.60	0.00	5.70
12	1	10	06	2012	7	50	17.10	0.00	5.50
13	1	10	06	2012	7	47	15.30	0.00	5.80
14	1	10	06	2012	7	46	17.00	0.00	6.20
15	1	10	06	2012	7	49	16.40	0.00	5.90
16	1	10	06	2012	7	48	14.70	0.00	4.00
17	1	10	06	2012	7	43	14.80	0.00	4.80
18	1	10	06	2012	7	25	14.20	0.00	3.70
19	1	10	06	2012	7	16	13.80	0.00	3.80
20	1	10	06	2012	7	17	13.10	0.00	3.00
21	1	10	06	2012	7	6	12.50	0.00	2.90
22	1	10	06	2012	7	5	11.70	0.00	3.10
23	1	10	06	2012	7	6	11.60	0.00	3.10
00	-23	11	06	2012	1	0	11.60	0.00	3.10
01	1	11	06	2012	1	0	11.30	0.00	3.00
02	1	11	06	2012	1	0	11.20	0.00	2.70
03	1	11	06	2012	1	3	11.00	0.00	2.70
04	1	11	06	2012	1	2	10.50	0.00	2.80
05	1	11	06	2012	1	7	10.60	0.00	2.80
06	1	11	06	2012	1	57	11.90	0.00	3.20
07	1	11	06	2012	1	108	12.70	0.00	3.00
08	1	11	06	2012	1	70	13.40	0.00	2.80
09	1	11	06	2012	1	46	13.60	0.00	2.50
10	1	11	06	2012	1	51	12.90	0.00	3.00
11	1	11	06	2012	1	52	14.60	0.00	3.30
12	1	11	06	2012	1	46	15.20	0.10	4.30
13	1	11	06	2012	1	54	14.10	0.10	3.00
14	1	11	06	2012	1	68	15.50	0.00	3.00
15	1	11	06	2012	1	74	14.90	0.00	1.90
16	1	11	06	2012	1	111	15.70	0.00	3.70
17	1	11	06	2012	1	122	13.90	0.00	2.30
18	1	11	06	2012	1	81	14.90	0.00	3.20
19	1	11	06	2012	1	52	13.80	0.00	2.80
20	1	11	06	2012	1	45	13.30	0.00	1.90
21	1	11	06	2012	1	30	12.90	0.00	1.60
22	1	11	06	2012	1	20	11.60	0.00	1.50
23	1	11	06	2012	1	6	10.40	0.00	1.30
00	-23	12	06	2012	2	4	9.50	0.00	1.40
01	1	12	06	2012	2	1	8.90	0.00	1.60
02	1	12	06	2012	2	3	8.40	0.00	1.90
03	1	12	06	2012	2	0	8.20	0.00	1.60
04	1	12	06	2012	2	4	8.10	0.00	1.10
05	1	12	06	2012	2	8	8.70	0.00	0.80
06	1	12	06	2012	2	80	9.10	0.00	1.20
07	1	12	06	2012	2	101	11.60	0.00	1.90
08	1	12	06	2012	2	66	13.00	0.00	2.80
09	1	12	06	2012	2	59	14.10	0.00	2.10
10	1	12	06	2012	2	30	15.40	0.00	1.80
11	1	12	06	2012	2	6	16.50	0.00	1.80
12	1	12	06	2012	2	84	17.30	0.00	1.80
13	1	12	06	2012	2	69	17.60	0.00	1.80
14	1	12	06	2012	2	90	18.20	0.00	1.50
15	1	12	06	2012	2	92	18.10	0.00	1.80
16	1	12	06	2012	2	136	16.60	0.00	2.30
17	1	12	06	2012	2	121	16.90	0.00	1.10
18	1	12	06	2012	2	95	14.50	0.00	0.80
19	1	12	06	2012	2	0	14.90	0.00	0.10
20	1	12	06	2012	2	47	14.10	0.00	0.80
21	1	12	06	2012	2	49	13.10	0.00	0.50
22	1	12	06	2012	2	17	11.40	0.00	0.30
23	1	12	06	2012	2	11	10.10	0.00	0.30
00	-23	13	06	2012	3	2	9.20	0.00	0.20
01	1	13	06	2012	3	0	8.60	0.00	0.40
02	1	13	06	2012	3	1	8.10	0.00	0.60
03	1	13	06	2012	3	3	7.70	0.00	0.80
04	1	13	06	2012	3	2	7.50	0.00	0.90
05	1	13	06	2012	3	10	9.10	0.00	1.80
06	1	13	06	2012	3	64	10.70	0.00	1.40
07	1	13	06	2012	3	88	13.20	0.00	1.00
08	1	13	06	2012	3	77	15.30	0.00	1.30
09	1	13	06	2012	3	52	15.90	0.00	0.20
10	1	13	06	2012	3	73	17.10	0.00	1.00
11	1	13	06	2012	3	101	18.30	0.00	1.70
12	1	13	06	2012	3	87	19.00	0.00	2.10
13	1	13	06	2012	3	94	19.70	0.00	2.40
14	1	13	06	2012	3	61	20.00	0.00	2.70
15	1	13	06	2012	3	103	19.50	0.00	2.60
16	1	13	06	2012	3	0	20.00	0.00	3.30
17	1	13	06	2012	3	0	16.60	0.00	4.90
18	1	13	06	2012	3	0	14.40	0.00	2.70
19	1	13	06	2012	3	53	14.40	0.00	2.70
20	1	13	06	2012	3	51	13.20	0.00	4.50
21	1	13	06	2012	3	29	13.20	0.00	4.50
22	1	13	06	2012	3	17	10.90	0.00	3.80
00	-22	14	06	2012	4	3	8.60	0.00	2.00
01	1	14	06	2012	4	6	8.60	0.00	2.00
02	1	14	06	2012	4	2	7.70	0.00	2.40
03	1	14	06	2012	4	4	7.60	0.00	2.70
04	1	14	06	2012	4	1	7.60	0.00	2.70
05	1	14	06	2012	4	11	8.50	0.00	2.50
06	1	14	06	2012	4	53	10.10	0.00	3.40
07	1	14	06	2012	4	91	11.30	0.00	3.10
08	1	14	06	2012	4	82	11.30	0.00	3.10
09	1	14	06	2012	4	55	13.50	0.00	3.80
10	1	14	06	2012	4	50	13.10	0.00	5.20
11	1	14	06	2012	4	68	13.10	0.00	5.20
12	1	14	06	2012	4	90	14.50	0.00	4.70
13	1	14	06	2012	4	85	15.80	0.00	4.60
14	1	14	06	2012	4	74	16.80	0.00	5.20
15	1	14	06	2012	4	111	16.70	0.00	5.60
16	1	14	06	2012	4	134	16.20	0.00	5.40
17	1	14	06	2012	4	139	15.50	0.00	5.00
18	1	14	06	2012	4	70	14.10	0.00	4.40
19	1	14	06	2012	4	76	13.10	0.00	4.50
20	1	14	06	2012	4	33	12.10	0.00	3.50
21	1	14	06	2012	4	34	10.80	0.00	3.50
22	1	14	06	2012	4	19	9.70	0.00	3.00
23	1	14	06	2012	4	15	8.80	0.00	2.50
00	-23	15	06	2012	5	5	8.00	0.00	2.10
01	1	15	06	2012	5	0	7.30	0.00	1.70
02	1	15	06	2012	5	2	7.30	0.00	1.70
03	1	15	06	2012	5	5	8.50	0.00	1.60
04	1	15	06	2012	5	2	8.50	0.00	1.60
05	1	15	06	2012	5	7	9.00	0.00	1.50
06	1	15	06	2012	5	64	9.80	0.00	2.00
07	1	15	06	2012	5	104	11.10	0.00	2.60
08	1	15	06	2012	5	67	12.20	0.00	3.50
09	1	15	06	2012	5	49	12.90	0.00	3.50
10	1	15	06	2012	5	66	13.60	0.00	3.10
11	1	15	06	2012	5	71	14.40	0.00	2.70
12	1	15	06	2012	5	106	15.20	0.00	2.90
13	1	15	06	2012	5	120	15.70	0.00	2.90
14	1	15	06	2012	5	89	16.30	0.00	2.70
15	1	15	06	2012	5	141	16.70	0.00	2.70
16	1	15	06	2012	5	181	16.90	0.00	2.70
17	1	15	06	2012	5	135	16.90	0.00	2.90
18	1	15	06	2012	5	91	16.10	0.00	3.40
19	1	15	06	2012	5	80	14.90	0.00	4.30
20	1	15	06	2012	5	62	13.50	0.00	4.10
21	1	15	06	2012	5	46	12.10	0.00	3.20
22	1	15	06	2012	5	21	11.00	0.00	3.20
23	1	15	06	2012	5	35	10.70	0.00	3.80
00	-23	16	06	2012	6	25	10.80	0.00	4.40
01	1	16	06	2012	6	7	11.00	0.00	5.30
02	1	16	06	2012	6	14	10.90	0.00	5.20
03	1	16	06	2012	6	7	10.50	0.00	4.60
04	1	16	06	2012	6	5	10.60	0.40	4.80
05	1	16	06	2012	6	4	11.10	0.70	4.90
06	1	16	06	2012	6	20	11.70	1.50	4.70
07	1	16	06	2012	6	8	12.00	0.20	4.00
08	1	16	06	2012	6	6	12.20	0.70	2.80
09	1	16	06	2012	6	31	13.30	0.40	2.20
10	1	16	06	2012	6	44	15.10	0.00	2.40
11	1	16	06	2012	6	39	16.90	0.00	1.70
12	1	16	06	2012	6	43	15.90	0.00	2.40
13	1	16	06	2012	6	58	17.30	0.00	1.30
14	1	16	06	2012	6	41	17.60	0.00	2.70
15	1	16	06	2012	6	68	17.10	0.00	2.40
16	1	16	06	2012	6	56	16.90	0.00	0.90
17	1	16	06	2012	6	25	17.60	0.00	1.10
18	1	16	06	2012	6	29	18.40	0.00	3.30
19	1	16	06	2012	6	22	15.50	0.00	3.10
20	1	16	06	2012	6	9	14.70	0.00	3.20
21	1	16	06	2012	6	16	13.90	0.00	3.50
22	1	16	06	2012	6	9	13.40	0.00	2.60
23	1	16	06	2012	6	8	12.80	0.00	1.90
00	-23	17	06	2012	7	6	12.70	0.00	2.10
01	1	17	06	2012	7	4	12.90	0.00	2.50
02	1	17	06	2012	7	2	13.20	1.70	2.30
03	1	17	06	2012	7	4	13.50	1.00	3.30
04	1	17	06	2012	7	1	12.50	0.00	4.50
05	1	17	06	2012	7	2	11.50	0.00	5.20
06	1	17	06	2012	7	15	11.90	0.00	4.70
07	1	17	06	2012	7	11	12.10	0.00	4.30
08	1	17	06	2012	7	8	12.40	0.00	6.30
09	1	17	06	2012	7	35	13.50	0.00	6.10
10	1	17	06	2012	7	30	16.10	0.00	6.20
11	1	17	06	2012	7	24	17.60	0.00	5.60
12	1	17	06	2012	7	42	18.30	0.00	5.00
13	1	17	06	2012	7	54	15.80	0.00	6.50
14	1	17	06	2012	7	57	13.50	0.00	4.80
15	1	17	06	2012	7	35	13.70	0.10	4.50
16	1	17	06	2012	7	42	15.00	0.00	6.10
17	1	17	06	2012	7	40	15.70	0.00	5.70
18	1	17	06	2012	7	23	16.20	0.00	5.90
19	1	17	06	2012	7	27	16.20	0.00	6.00
20	1	17	06	2012	7	32	15.30	0.00	5.10
21	1	17	06	2012	7	27	14.00	0.00	4.40
22	1	17	06	2012	7	13	13.20	0.00	4.50
23	1	17	06	2012	7	5	12.50	0.00	4.40
00	-23	18	06	2012	1	1	12.30	0.00	3.90
01	1	18	06	2012	1	0	11.90	0.00	4.80
02	1	18	06	2012	1	2	11.20	0.00	3.90
03	1	18	06	2012	1	3	10.50	0.00	4.20
04	1	18	06	2012	1	2	10.00	0.00	3.40
05	1	18	06	2012	1	13	10.50	0.00	3.40
06	1	18	06	2012	1	69	12.00	0.00	4.50
07	1	18	06	2012	1	120	13.30	0.00	4.60
08	1	18	06	2012	1	74	14.80	0.00	4.20
09	1	18	06	2012	1	56	16.20	0.00	4.70
10	1	18	06	2012	1	65	17.60	0.00	4.90
11	1	18	06	2012	1	90	18.50	0.00	5.00
12	1	18	06	2012	1	104	19.00	0.00	4.20
13	1	18	06	2012	1	107	19.70	0.00	3.80
14	1	18	06	2012	1	99	18.90	0.00	4.50
15	1	18	06	2012	1	121	19.10	0.00	3.80
16	1	18	06	2012	1	173	20.00	0.00	3.80
17	1	18	06	2012	1	142	19.70	0.00	5.70
18	1	18	06	2012	1	94	14.80	1.60	3.40
19	1	18	06	2012	1	45	14.10	1.10	6.30
20	1	18	06	2012	1	40	13.40	3.90	5.60
21	1	18	06	2012	1	0	13.00	4.30	1.30
22	1	18	06	2012	1	13	13.20	0.10	2.20
23	1	18	06	2012	1	0	13.10	0.00	3.10
00	-23	19	06	2012	2	2	13.10	0.00	2.90
01	1	19	06	2012	2	0	13.20	0.00	4.90
02	1	19	06	2012	2	0	12.70	0.00	5.40
03	1	19	06	2012	2	4	11.30	0.00	6.40
04	1	19	06	2012	2	3	10.00	0.00	5.00
05	1	19	06	2012	2	16	10.10	0.00	4.80
06	1	19	06	2012	2	80	10.30	0.00	6.00
07	1	19	06	2012	2	131	10.90	0.00	6.20
08	1	19	06	2012	2	79	12.00	0.00	6.40
09	1	19	06	2012	2	49	14.00	0.00	6.20
10	1	19	06	2012	2	68	15.00	0.00	6.30
11	1	19	06	2012	2	67	16.10	0.00	7.20
12	1	19	06	2012	2	75	17.00	0.00	6.70
13	1	19	06	2012	2	104	17.50	0.00	6.30
14	1	19	06	2012	2	93	17.80	0.00	6.10
15	1	19	06	2012	2	130	17.80	0.00	5.60
16	1	19	06	2012	2	184	17.70	0.00	5.20
21	5	19	06	2012	2	0	12.80	0.00	3.00
22	1	19	06	2012	2	0	11.60	0.00	2.90
23	1	19	06	2012	2	16	10.60	0.00	3.00
00	-23	20	06	2012	3	2	9.90	0.00	2.60
01	1	20	06	2012	3	1	9.20	0.00	2.20
02	1	20	06	2012	3	3	8.60	0.00	1.70
03	1	20	06	2012	3	0	7.90	0.00	1.00
04	1	20	06	2012	3	4	7.40	0.00	0.40
05	1	20	06	2012	3	16	8.80	0.00	1.70
06	1	20	06	2012	3	72	8.70	0.00	0.50
07	1	20	06	2012	3	107	11.10	0.00	0.60
08	1	20	06	2012	3	100	14.00	0.00	1.50
09	1	20	06	2012	3	65	15.70	0.00	2.60
10	1	20	06	2012	3	87	16.70	0.00	3.20
11	1	20	06	2012	3	98	17.50	0.00	3.10
12	1	20	06	2012	3	118	18.30	0.00	2.80
13	1	20	06	2012	3	110	18.90	0.00	2.50
14	1	20	06	2012	3	119	19.40	0.00	2.10
15	1	20	06	2012	3	126	19.60	0.00	1.80
16	1	20	06	2012	3	196	19.60	0.00	1.60
17	1	20	06	2012	3	204	19.40	0.00	1.40
18	1	20	06	2012	3	152	19.00	0.00	1.10
19	1	20	06	2012	3	138	18.20	0.00	1.00
20	1	20	06	2012	3	73	16.40	0.00	1.10
21	1	20	06	2012	3	85	14.20	0.00	1.50
22	1	20	06	2012	3	34	12.70	0.00	1.80
23	1	20	06	2012	3	28	11.30	0.00	1.20
00	-23	21	06	2012	4	3	11.70	0.00	2.40
01	1	21	06	2012	4	7	11.10	0.00	2.40
02	1	21	06	2012	4	1	10.50	0.00	2.60
03	1	21	06	2012	4	3	10.20	0.00	2.90
04	1	21	06	2012	4	2	10.10	0.00	3.10
05	1	21	06	2012	4	11	11.00	0.00	3.10
06	1	21	06	2012	4	66	12.10	0.00	3.00
07	1	21	06	2012	4	114	12.10	0.00	3.00
08	1	21	06	2012	4	100	12.10	0.00	3.00
09	1	21	06	2012	4	64	18.50	0.00	3.30
10	1	21	06	2012	4	75	19.50	0.00	3.80
11	1	21	06	2012	4	99	20.10	0.00	4.30
12	1	21	06	2012	4	95	20.60	0.00	4.40
13	1	21	06	2012	4	112	20.90	0.00	4.70
14	1	21	06	2012	4	102	20.90	0.00	5.00
15	1	21	06	2012	4	146	20.60	0.00	5.40
16	1	21	06	2012	4	171	20.10	0.00	5.40
17	1	21	06	2012	4	133	19.50	0.00	5.10
18	1	21	06	2012	4	116	18.80	0.00	5.00
19	1	21	06	2012	4	79	17.60	0.00	5.10
20	1	21	06	2012	4	66	16.20	0.00	4.80
21	1	21	06	2012	4	45	14.60	0.00	4.30
22	1	21	06	2012	4	31	13.40	0.00	4.30
23	1	21	06	2012	4	14	12.60	0.00	4.70
00	-23	22	06	2012	5	12	12.10	0.00	5.00
01	1	22	06	2012	5	5	11.70	0.00	5.00
02	1	22	06	2012	5	2	11.60	0.00	4.90
03	1	22	06	2012	5	5	11.30	0.00	5.30
04	1	22	06	2012	5	0	11.10	0.00	5.50
