timme	koll	dag	månad	år	veckodag	antal	temperatur	nederbörd	vind
17	1	18	03	2013	1	63	-5.20	0.00	7.00
18	1	18	03	2013	1	44	-6.00	0.00	6.70
19	1	18	03	2013	1	26	-6.30	0.00	6.50
20	1	18	03	2013	1	16	-6.40	0.00	6.60
21	1	18	03	2013	1	8	-6.20	0.00	6.60
22	1	18	03	2013	1	5	-6.10	0.00	6.70
23	1	18	03	2013	1	1	-5.60	0.00	6.90
00	-23	19	03	2013	2	1	-5.40	0.00	7.00
01	1	19	03	2013	2	0	-5.10	0.00	7.20
02	1	19	03	2013	2	1	-4.90	0.00	7.20
03	1	19	03	2013	2	0	-4.70	0.00	7.40
04	1	19	03	2013	2	2	-4.60	0.00	7.60
05	1	19	03	2013	2	6	-5.10	0.00	7.10
06	1	19	03	2013	2	38	-5.00	0.00	7.20
07	1	19	03	2013	2	55	-4.80	0.00	7.50
08	1	19	03	2013	2	38	-4.40	0.00	7.60
09	1	19	03	2013	2	34	-4.00	0.00	7.90
10	1	19	03	2013	2	24	-3.60	0.00	7.90
11	1	19	03	2013	2	41	-3.30	0.00	6.40
12	1	19	03	2013	2	37	-3.30	0.00	6.40
13	1	19	03	2013	2	40	-3.60	0.00	6.60
14	1	19	03	2013	2	26	-3.70	0.00	6.80
15	1	19	03	2013	2	33	-3.90	0.00	6.60
16	1	19	03	2013	2	60	-4.20	0.00	6.30
17	1	19	03	2013	2	46	-4.60	0.00	8.00
18	1	19	03	2013	2	24	-5.00	0.00	7.60
19	1	19	03	2013	2	20	-5.20	0.00	7.40
20	1	19	03	2013	2	23	-5.30	0.00	5.60
21	1	19	03	2013	2	18	-5.30	0.00	5.50
22	1	19	03	2013	2	6	-5.20	0.00	5.40
23	1	19	03	2013	2	0	-5.10	0.00	5.10
00	-23	20	03	2013	3	2	-5.00	0.00	5.10
01	1	20	03	2013	3	1	-4.90	0.00	5.10
02	1	20	03	2013	3	1	-4.80	0.00	5.20
03	1	20	03	2013	3	0	-5.00	0.00	5.10
04	1	20	03	2013	3	1	-5.00	0.00	5.00
05	1	20	03	2013	3	2	-4.90	0.00	5.60
06	1	20	03	2013	3	36	-4.80	0.00	5.40
07	1	20	03	2013	3	54	-4.40	0.10	4.90
08	1	20	03	2013	3	42	-4.00	0.10	4.80
09	1	20	03	2013	3	23	-3.50	0.10	5.70
10	1	20	03	2013	3	25	-3.10	0.10	5.80
11	1	20	03	2013	3	33	-2.90	0.10	5.90
12	1	20	03	2013	3	32	-3.10	0.10	5.80
13	1	20	03	2013	3	43	-3.30	0.10	5.70
14	1	20	03	2013	3	34	-3.70	0.10	5.60
15	1	20	03	2013	3	43	-4.20	0.10	5.60
16	1	20	03	2013	3	65	-4.70	0.10	5.30
17	1	20	03	2013	3	45	-4.40	0.10	4.90
18	1	20	03	2013	3	36	-4.70	0.10	4.80
19	1	20	03	2013	3	17	-4.80	0.10	4.80
20	1	20	03	2013	3	14	-4.90	0.10	4.00
21	1	20	03	2013	3	11	-5.00	0.10	4.00
22	1	20	03	2013	3	5	-5.10	0.10	4.20
23	1	20	03	2013	3	1	-5.10	0.10	4.40
00	-23	21	03	2013	4	0	-5.10	0.10	4.50
01	1	21	03	2013	4	1	-5.10	0.10	4.40
02	1	21	03	2013	4	2	-5.10	0.10	4.40
03	1	21	03	2013	4	0	-5.00	0.10	4.40
04	1	21	03	2013	4	1	-5.00	0.10	4.10
05	1	21	03	2013	4	5	-5.20	0.10	3.70
06	1	21	03	2013	4	33	-5.10	0.20	3.30
07	1	21	03	2013	4	50	-4.70	0.20	3.60
08	1	21	03	2013	4	22	-4.20	0.20	5.20
09	1	21	03	2013	4	30	-3.60	0.30	5.20
10	1	21	03	2013	4	21	-3.50	0.20	5.50
11	1	21	03	2013	4	24	-3.30	0.20	5.40
12	1	21	03	2013	4	19	-3.30	0.20	5.40
13	1	21	03	2013	4	20	-3.30	0.20	5.40
14	1	21	03	2013	4	29	-3.40	0.20	5.70
15	1	21	03	2013	4	40	-3.50	0.20	6.20
16	1	21	03	2013	4	62	-3.90	0.20	6.30
17	1	21	03	2013	4	40	-4.40	0.10	5.80
18	1	21	03	2013	4	27	-4.80	0.10	5.70
19	1	21	03	2013	4	11	-5.10	0.00	6.00
20	1	21	03	2013	4	15	-5.90	0.00	5.80
21	1	21	03	2013	4	13	-6.30	0.00	5.30
22	1	21	03	2013	4	5	-6.40	0.00	5.60
23	1	21	03	2013	4	1	-6.50	0.00	5.70
00	-23	22	03	2013	5	0	-6.40	0.00	5.00
01	1	22	03	2013	5	1	-6.40	0.00	4.80
02	1	22	03	2013	5	2	-6.50	0.00	4.70
03	1	22	03	2013	5	0	-6.60	0.10	4.10
04	1	22	03	2013	5	1	-5.90	0.10	4.90
05	1	22	03	2013	5	5	-6.20	0.10	5.20
06	1	22	03	2013	5	22	-6.10	0.10	5.30
07	1	22	03	2013	5	43	-5.40	0.10	4.30
08	1	22	03	2013	5	31	-4.90	0.00	4.60
09	1	22	03	2013	5	20	-4.50	0.00	4.90
10	1	22	03	2013	5	17	-4.00	0.00	4.50
11	1	22	03	2013	5	23	-3.70	0.10	4.30
12	1	22	03	2013	5	28	-3.40	0.10	4.60
13	1	22	03	2013	5	32	-3.20	0.10	4.80
14	1	22	03	2013	5	31	-3.70	0.30	7.10
15	1	22	03	2013	5	37	-4.50	0.20	6.40
16	1	22	03	2013	5	49	-4.90	0.20	6.20
17	1	22	03	2013	5	39	-5.90	0.00	5.90
18	1	22	03	2013	5	17	-6.40	0.00	5.60
19	1	22	03	2013	5	12	-7.00	0.00	5.10
20	1	22	03	2013	5	10	-7.60	0.00	4.10
21	1	22	03	2013	5	10	-7.90	0.00	4.10
22	1	22	03	2013	5	3	-8.10	0.00	4.00
23	1	22	03	2013	5	4	-8.50	0.00	3.80
00	-23	23	03	2013	6	8	-8.80	0.00	3.80
01	1	23	03	2013	6	1	-8.70	0.00	4.00
02	1	23	03	2013	6	1	-8.70	0.00	4.20
03	1	23	03	2013	6	1	-9.00	0.00	4.20
04	1	23	03	2013	6	0	-9.50	0.00	4.00
05	1	23	03	2013	6	2	-11.30	0.00	3.50
06	1	23	03	2013	6	7	-10.90	0.00	3.40
07	1	23	03	2013	6	4	-9.60	0.00	3.30
08	1	23	03	2013	6	8	-7.80	0.00	3.50
09	1	23	03	2013	6	7	-6.00	0.00	3.50
10	1	23	03	2013	6	17	-4.50	0.00	3.50
11	1	23	03	2013	6	23	-3.50	0.00	3.40
12	1	23	03	2013	6	33	-2.80	0.00	3.00
13	1	23	03	2013	6	21	-2.20	0.00	3.10
14	1	23	03	2013	6	27	-2.20	0.00	3.60
15	1	23	03	2013	6	22	-2.30	0.00	3.70
16	1	23	03	2013	6	14	-2.50	0.00	3.30
17	1	23	03	2013	6	18	-3.40	0.00	2.90
18	1	23	03	2013	6	13	-4.50	0.00	2.70
19	1	23	03	2013	6	8	-5.40	0.00	2.70
20	1	23	03	2013	6	4	-6.10	0.00	2.60
21	1	23	03	2013	6	9	-6.70	0.00	2.50
22	1	23	03	2013	6	5	-7.20	0.00	2.70
23	1	23	03	2013	6	1	-7.50	0.00	2.90
00	-23	24	03	2013	7	4	-7.70	0.00	3.30
01	1	24	03	2013	7	2	-8.00	0.00	3.00
02	1	24	03	2013	7	5	-8.10	0.00	3.30
03	1	24	03	2013	7	0	-8.30	0.00	3.10
04	1	24	03	2013	7	1	-8.50	0.00	3.30
05	1	24	03	2013	7	0	-9.70	0.00	3.50
06	1	24	03	2013	7	6	-9.30	0.00	3.50
07	1	24	03	2013	7	1	-7.80	0.00	4.00
08	1	24	03	2013	7	6	-5.90	0.00	4.30
09	1	24	03	2013	7	19	-4.20	0.00	4.20
10	1	24	03	2013	7	13	-3.00	0.00	3.90
11	1	24	03	2013	7	23	-2.20	0.00	3.90
12	1	24	03	2013	7	26	-1.90	0.10	4.50
13	1	24	03	2013	7	20	-1.60	0.10	3.90
14	1	24	03	2013	7	17	-1.50	0.10	4.00
15	1	24	03	2013	7	21	-1.60	0.10	3.20
16	1	24	03	2013	7	20	-1.90	0.10	4.10
17	1	24	03	2013	7	19	-2.60	0.00	3.60
18	1	24	03	2013	7	4	-3.60	0.00	3.30
19	1	24	03	2013	7	5	-4.50	0.00	3.30
20	1	24	03	2013	7	5	-5.30	0.00	2.90
21	1	24	03	2013	7	3	-6.10	0.00	3.00
22	1	24	03	2013	7	1	-6.60	0.00	3.30
23	1	24	03	2013	7	1	-6.90	0.00	3.40
00	-23	25	03	2013	1	2	-7.20	0.00	3.30
01	1	25	03	2013	1	1	-7.60	0.00	3.20
02	1	25	03	2013	1	2	-8.10	0.00	2.50
03	1	25	03	2013	1	0	-8.60	0.00	2.10
04	1	25	03	2013	1	0	-9.00	0.00	2.40
05	1	25	03	2013	1	4	-8.90	0.00	2.90
06	1	25	03	2013	1	47	-8.50	0.00	2.90
07	1	25	03	2013	1	67	-7.00	0.00	2.70
08	1	25	03	2013	1	37	-4.90	0.00	2.50
09	1	25	03	2013	1	36	-2.90	0.00	2.90
10	1	25	03	2013	1	25	-1.40	0.00	3.80
11	1	25	03	2013	1	34	-0.70	0.00	4.10
12	1	25	03	2013	1	55	-0.30	0.00	3.80
13	1	25	03	2013	1	39	-0.20	0.00	3.60
14	1	25	03	2013	1	46	-0.10	0.00	3.40
15	1	25	03	2013	1	44	-0.10	0.00	3.60
16	1	25	03	2013	1	85	-0.70	0.00	3.30
17	1	25	03	2013	1	84	-1.00	0.00	2.70
18	1	25	03	2013	1	43	-2.50	0.00	2.60
19	1	25	03	2013	1	23	-3.50	0.00	2.40
20	1	25	03	2013	1	21	-4.40	0.00	2.00
21	1	25	03	2013	1	14	-5.20	0.00	2.00
22	1	25	03	2013	1	6	-5.80	0.00	1.90
23	1	25	03	2013	1	4	-6.20	0.00	2.00
00	-23	26	03	2013	2	0	-6.60	0.00	2.10
01	1	26	03	2013	2	0	-7.00	0.00	2.00
02	1	26	03	2013	2	1	-7.30	0.00	2.10
03	1	26	03	2013	2	0	-7.70	0.00	2.10
04	1	26	03	2013	2	2	-8.00	0.00	2.30
05	1	26	03	2013	2	7	-8.60	0.00	2.40
06	1	26	03	2013	2	30	-8.10	0.00	2.40
07	1	26	03	2013	2	62	-6.50	0.00	2.50
08	1	26	03	2013	2	45	-4.00	0.00	2.80
09	1	26	03	2013	2	31	-1.80	0.00	3.20
10	1	26	03	2013	2	58	-0.20	0.00	3.50
11	1	26	03	2013	2	49	0.50	0.00	3.80
12	1	26	03	2013	2	49	1.10	0.00	3.60
13	1	26	03	2013	2	58	1.20	0.00	3.90
14	1	26	03	2013	2	40	1.20	0.00	3.70
15	1	26	03	2013	2	61	0.90	0.00	3.90
16	1	26	03	2013	2	82	0.60	0.00	3.30
17	1	26	03	2013	2	72	-0.20	0.00	2.10
18	1	26	03	2013	2	52	-2.10	0.00	1.90
19	1	26	03	2013	2	25	-3.60	0.00	1.70
20	1	26	03	2013	2	12	-4.60	0.00	1.80
21	1	26	03	2013	2	15	-5.30	0.00	1.90
22	1	26	03	2013	2	7	-5.80	0.00	1.90
23	1	26	03	2013	2	7	-6.20	0.00	1.90
00	-23	27	03	2013	3	1	-6.60	0.00	1.90
01	1	27	03	2013	3	1	-6.90	0.00	1.90
02	1	27	03	2013	3	2	-7.20	0.00	1.90
03	1	27	03	2013	3	0	-7.40	0.00	2.00
04	1	27	03	2013	3	1	-7.50	0.00	2.20
05	1	27	03	2013	3	8	-8.10	0.00	2.10
06	1	27	03	2013	3	32	-7.40	0.00	2.20
07	1	27	03	2013	3	70	-5.80	0.00	1.80
08	1	27	03	2013	3	51	-3.50	0.00	1.50
09	1	27	03	2013	3	30	-1.20	0.00	2.40
10	1	27	03	2013	3	24	-0.20	0.00	2.90
11	1	27	03	2013	3	45	0.30	0.00	3.00
12	1	27	03	2013	3	59	0.80	0.00	2.80
13	1	27	03	2013	3	49	1.30	0.00	2.30
14	1	27	03	2013	3	59	1.70	0.00	2.30
15	1	27	03	2013	3	73	1.50	0.00	3.00
16	1	27	03	2013	3	93	1.10	0.00	2.90
17	1	27	03	2013	3	98	0.10	0.00	2.60
18	1	27	03	2013	3	51	-0.90	0.00	2.20
19	1	27	03	2013	3	25	-2.50	0.00	2.10
20	1	27	03	2013	3	19	-3.70	0.00	2.10
21	1	27	03	2013	3	14	-4.50	0.00	1.80
22	1	27	03	2013	3	8	-5.30	0.00	1.60
23	1	27	03	2013	3	4	-5.80	0.00	1.50
00	-23	28	03	2013	4	5	-6.10	0.00	1.80
01	1	28	03	2013	4	3	-6.40	0.00	2.00
02	1	28	03	2013	4	0	-6.60	0.00	2.00
03	1	28	03	2013	4	0	-6.70	0.00	2.10
04	1	28	03	2013	4	2	-7.40	0.00	2.20
05	1	28	03	2013	4	4	-7.40	0.00	2.30
06	1	28	03	2013	4	29	-6.50	0.00	2.30
07	1	28	03	2013	4	57	-4.70	0.00	2.10
08	1	28	03	2013	4	28	-1.90	0.00	2.60
09	1	28	03	2013	4	44	0.10	0.00	3.30
10	1	28	03	2013	4	31	1.50	0.00	3.30
11	1	28	03	2013	4	46	2.50	0.00	3.20
12	1	28	03	2013	4	49	1.80	0.00	3.90
13	1	28	03	2013	4	36	1.60	0.00	3.70
14	1	28	03	2013	4	62	1.50	0.00	4.30
15	1	28	03	2013	4	68	1.80	0.00	4.20
16	1	28	03	2013	4	59	1.60	0.00	4.40
17	1	28	03	2013	4	40	0.30	0.00	4.00
18	1	28	03	2013	4	24	-1.40	0.00	3.50
19	1	28	03	2013	4	12	-2.80	0.00	3.40
20	1	28	03	2013	4	9	-3.80	0.00	3.40
21	1	28	03	2013	4	10	-4.40	0.00	3.60
22	1	28	03	2013	4	11	-4.80	0.00	3.70
23	1	28	03	2013	4	1	-4.90	0.00	4.00
00	-23	29	03	2013	5	1	-4.90	0.00	4.20
01	1	29	03	2013	5	2	-4.50	0.00	4.20
02	1	29	03	2013	5	2	-4.00	0.00	4.30
03	1	29	03	2013	5	0	-3.50	0.00	4.30
04	1	29	03	2013	5	1	-3.20	0.00	4.50
05	1	29	03	2013	5	0	-2.90	0.00	4.60
06	1	29	03	2013	5	13	-2.40	0.00	4.70
07	1	29	03	2013	5	3	-1.70	0.00	4.70
08	1	29	03	2013	5	4	-1.00	0.10	4.80
09	1	29	03	2013	5	7	-0.20	0.20	4.90
10	1	29	03	2013	5	14	0.40	0.20	5.50
11	1	29	03	2013	5	11	0.60	0.20	5.90
12	1	29	03	2013	5	22	0.50	0.20	5.80
13	1	29	03	2013	5	20	0.50	0.20	5.90
14	1	29	03	2013	5	18	0.20	0.20	5.70
15	1	29	03	2013	5	10	-0.20	0.20	5.80
16	1	29	03	2013	5	19	-0.10	0.10	5.90
17	1	29	03	2013	5	15	-0.80	0.10	5.30
18	1	29	03	2013	5	9	-1.30	0.10	5.20
19	1	29	03	2013	5	8	-1.60	0.10	5.40
20	1	29	03	2013	5	6	-1.70	0.10	5.20
21	1	29	03	2013	5	12	-1.90	0.10	5.30
22	1	29	03	2013	5	8	-2.00	0.20	5.40
23	1	29	03	2013	5	5	-2.00	0.20	5.20
00	-23	30	03	2013	6	2	-2.10	0.30	5.00
01	1	30	03	2013	6	6	-2.10	0.30	4.80
02	1	30	03	2013	6	2	-2.10	0.30	4.70
03	1	30	03	2013	6	2	-2.10	0.30	4.90
04	1	30	03	2013	6	1	-2.60	0.20	5.00
05	1	30	03	2013	6	2	-2.60	0.10	5.10
06	1	30	03	2013	6	11	-2.40	0.10	5.10
07	1	30	03	2013	6	4	-1.70	0.10	5.40
08	1	30	03	2013	6	11	-0.60	0.10	5.50
09	1	30	03	2013	6	11	-0.20	0.10	5.00
10	1	30	03	2013	6	17	1.00	0.00	5.40
11	1	30	03	2013	6	27	1.90	0.00	5.10
12	1	30	03	2013	6	24	2.10	0.00	4.90
13	1	30	03	2013	6	29	1.60	0.00	5.80
14	1	30	03	2013	6	22	1.90	0.00	5.70
15	1	30	03	2013	6	14	2.00	0.00	5.80
16	1	30	03	2013	6	16	1.30	0.00	5.10
17	1	30	03	2013	6	20	0.30	0.00	3.80
18	1	30	03	2013	6	15	-1.20	0.00	2.80
19	1	30	03	2013	6	12	-2.60	0.00	2.00
20	1	30	03	2013	6	8	-3.70	0.00	2.00
21	1	30	03	2013	6	14	-4.40	0.00	2.10
22	1	30	03	2013	6	4	-4.90	0.00	2.30
23	1	30	03	2013	6	6	-5.30	0.00	2.30
00	-23	31	03	2013	7	3	-5.70	0.00	2.40
01	1	31	03	2013	7	1	-5.70	0.00	2.40
02	1	31	03	2013	7	0	-6.00	0.00	2.60
03	1	31	03	2013	7	4	-6.20	0.00	2.70
04	1	31	03	2013	7	4	-6.40	0.00	3.10
05	1	31	03	2013	7	0	-7.10	0.00	2.40
06	1	31	03	2013	7	6	-7.30	0.00	2.50
07	1	31	03	2013	7	6	-6.30	0.00	2.70
08	1	31	03	2013	7	5	-4.30	0.00	2.80
09	1	31	03	2013	7	15	-1.80	0.00	3.00
10	1	31	03	2013	7	22	0.50	0.00	3.10
11	1	31	03	2013	7	34	1.80	0.00	3.20
12	1	31	03	2013	7	43	2.40	0.00	2.80
13	1	31	03	2013	7	45	2.90	0.00	2.60
14	1	31	03	2013	7	40	3.20	0.00	2.50
15	1	31	03	2013	7	38	3.20	0.00	2.50
16	1	31	03	2013	7	42	3.10	0.00	2.80
17	1	31	03	2013	7	25	2.10	0.00	2.40
18	1	31	03	2013	7	35	1.20	0.00	2.10
19	1	31	03	2013	7	19	-0.60	0.00	2.40
20	1	31	03	2013	7	8	-2.10	0.00	2.20
21	1	31	03	2013	7	12	-3.30	0.00	2.20
22	1	31	03	2013	7	8	-4.30	0.00	1.70
23	1	31	03	2013	7	4	-5.10	0.00	1.80
00	-23	01	04	2013	1	4	-5.40	0.00	2.10
01	1	01	04	2013	1	2	-5.60	0.00	2.10
02	1	01	04	2013	1	2	-6.00	0.00	2.10
03	1	01	04	2013	1	3	-6.20	0.00	2.40
04	1	01	04	2013	1	0	-6.50	0.00	2.20
05	1	01	04	2013	1	1	-7.50	0.00	1.70
06	1	01	04	2013	1	7	-7.60	0.00	2.00
07	1	01	04	2013	1	3	-6.30	0.00	2.60
08	1	01	04	2013	1	10	-4.10	0.00	2.60
09	1	01	04	2013	1	26	-1.70	0.00	3.10
10	1	01	04	2013	1	43	0.70	0.00	3.60
11	1	01	04	2013	1	42	2.30	0.00	4.40
12	1	01	04	2013	1	65	3.20	0.00	4.90
13	1	01	04	2013	1	65	4.00	0.00	5.10
14	1	01	04	2013	1	62	4.50	0.00	5.40
15	1	01	04	2013	1	54	4.70	0.00	5.50
16	1	01	04	2013	1	41	4.60	0.00	5.40
17	1	01	04	2013	1	53	4.10	0.00	4.30
18	1	01	04	2013	1	40	3.00	0.00	2.60
19	1	01	04	2013	1	17	0.40	0.00	1.30
20	1	01	04	2013	1	12	-1.90	0.00	1.00
21	1	01	04	2013	1	15	-3.20	0.00	1.30
22	1	01	04	2013	1	5	-4.30	0.00	1.10
23	1	01	04	2013	1	1	-5.30	0.00	0.80
00	-23	02	04	2013	2	2	-5.80	0.00	1.00
01	1	02	04	2013	2	1	-6.20	0.00	1.20
02	1	02	04	2013	2	1	-6.50	0.00	1.40
03	1	02	04	2013	2	0	-6.70	0.00	1.40
04	1	02	04	2013	2	1	-6.90	0.00	1.20
05	1	02	04	2013	2	10	-7.30	0.00	1.50
06	1	02	04	2013	2	47	-7.20	0.00	1.20
07	1	02	04	2013	2	103	-5.60	0.00	0.90
08	1	02	04	2013	2	88	-3.80	0.00	0.40
09	1	02	04	2013	2	55	-0.60	0.00	0.50
10	1	02	04	2013	2	57	1.90	0.00	0.50
11	1	02	04	2013	2	57	3.90	0.00	0.40
12	1	02	04	2013	2	94	4.90	0.00	0.30
13	1	02	04	2013	2	91	5.50	0.00	1.10
14	1	02	04	2013	2	77	5.70	0.00	1.30
15	1	02	04	2013	2	102	5.70	0.00	1.70
16	1	02	04	2013	2	151	5.50	0.00	2.00
17	1	02	04	2013	2	129	5.10	0.00	2.20
18	1	02	04	2013	2	86	3.30	0.00	1.70
19	1	02	04	2013	2	46	1.60	0.00	0.80
20	1	02	04	2013	2	40	-0.10	0.00	2.10
21	1	02	04	2013	2	21	-1.30	0.00	2.50
22	1	02	04	2013	2	14	-2.60	0.00	1.50
23	1	02	04	2013	2	8	-3.90	0.00	0.60
00	-23	03	04	2013	3	2	-4.80	0.00	0.10
01	1	03	04	2013	3	0	-5.40	0.00	0.40
02	1	03	04	2013	3	0	-5.80	0.00	0.70
03	1	03	04	2013	3	0	-6.10	0.00	1.00
04	1	03	04	2013	3	2	-6.30	0.00	1.20
05	1	03	04	2013	3	9	-6.40	0.00	1.00
06	1	03	04	2013	3	44	-5.80	0.00	1.80
07	1	03	04	2013	3	126	-4.20	0.00	1.70
08	1	03	04	2013	3	102	-1.70	0.00	1.20
09	1	03	04	2013	3	54	1.20	0.00	0.80
10	1	03	04	2013	3	50	4.00	0.00	1.40
11	1	03	04	2013	3	74	5.20	0.00	3.20
12	1	03	04	2013	3	99	5.60	0.00	3.80
13	1	03	04	2013	3	111	6.00	0.00	4.00
14	1	03	04	2013	3	84	6.10	0.00	4.30
15	1	03	04	2013	3	142	5.90	0.00	4.40
16	1	03	04	2013	3	163	5.30	0.00	4.20
17	1	03	04	2013	3	173	4.50	0.00	3.90
18	1	03	04	2013	3	92	3.50	0.00	3.20
19	1	03	04	2013	3	69	1.40	0.00	2.30
20	1	03	04	2013	3	46	-0.60	0.00	1.90
21	1	03	04	2013	3	32	-2.10	0.00	1.80
22	1	03	04	2013	3	17	-3.20	0.00	1.80
23	1	03	04	2013	3	6	-3.80	0.00	1.90
00	-23	04	04	2013	4	1	-4.20	0.00	2.20
01	1	04	04	2013	4	1	-4.50	0.00	2.40
02	1	04	04	2013	4	0	-4.90	0.00	2.30
03	1	04	04	2013	4	0	-5.30	0.00	2.30
04	1	04	04	2013	4	1	-5.70	0.00	2.20
05	1	04	04	2013	4	7	-6.00	0.00	2.40
06	1	04	04	2013	4	53	-6.50	0.00	2.50
07	1	04	04	2013	4	116	-5.20	0.00	2.40
08	1	04	04	2013	4	82	-2.40	0.00	2.40
09	1	04	04	2013	4	51	1.10	0.00	3.40
10	1	04	04	2013	4	39	3.30	0.00	5.10
11	1	04	04	2013	4	76	4.20	0.00	4.90
12	1	04	04	2013	4	78	5.00	0.00	4.60
13	1	04	04	2013	4	107	5.60	0.00	4.50
14	1	04	04	2013	4	99	5.90	0.00	4.50
15	1	04	04	2013	4	120	5.80	0.00	4.70
16	1	04	04	2013	4	153	5.30	0.00	4.70
17	1	04	04	2013	4	143	4.50	0.00	4.60
18	1	04	04	2013	4	86	3.50	0.00	4.10
19	1	04	04	2013	4	50	1.40	0.00	3.50
20	1	04	04	2013	4	32	-0.20	0.00	3.30
21	1	04	04	2013	4	31	-1.40	0.00	3.30
22	1	04	04	2013	4	12	-2.10	0.00	3.60
23	1	04	04	2013	4	6	-2.60	0.00	3.60
00	-23	05	04	2013	5	1	-3.10	0.00	3.80
01	1	05	04	2013	5	0	-3.30	0.00	3.90
02	1	05	04	2013	5	1	-3.60	0.00	4.00
03	1	05	04	2013	5	0	-3.70	0.00	4.20
04	1	05	04	2013	5	2	-3.70	0.00	4.30
05	1	05	04	2013	5	6	-3.80	0.00	4.10
06	1	05	04	2013	5	54	-3.60	0.00	4.30
07	1	05	04	2013	5	103	-2.20	0.00	4.60
08	1	05	04	2013	5	68	0.10	0.00	5.30
09	1	05	04	2013	5	37	2.20	0.00	5.80
10	1	05	04	2013	5	56	3.60	0.00	6.50
11	1	05	04	2013	5	65	4.40	0.00	6.30
12	1	05	04	2013	5	102	5.20	0.00	6.20
13	1	05	04	2013	5	74	5.70	0.00	6.40
14	1	05	04	2013	5	97	5.90	0.00	6.30
15	1	05	04	2013	5	100	5.90	0.00	6.50
16	1	05	04	2013	5	127	5.00	0.00	6.60
17	1	05	04	2013	5	95	4.20	0.00	5.80
18	1	05	04	2013	5	69	3.70	0.00	5.20
19	1	05	04	2013	5	29	2.10	0.00	4.10
20	1	05	04	2013	5	19	0.70	0.00	3.40
21	1	05	04	2013	5	21	-0.50	0.00	2.60
22	1	05	04	2013	5	24	-1.70	0.00	1.90
23	1	05	04	2013	5	11	-2.60	0.00	1.80
00	-23	06	04	2013	6	6	-3.10	0.00	2.10
01	1	06	04	2013	6	10	-3.60	0.00	2.20
02	1	06	04	2013	6	5	-4.20	0.00	2.00
03	1	06	04	2013	6	1	-4.70	0.00	2.00
04	1	06	04	2013	6	2	-5.10	0.00	2.00
05	1	06	04	2013	6	1	-5.50	0.00	1.70
06	1	06	04	2013	6	14	-5.70	0.00	1.60
07	1	06	04	2013	6	18	-4.50	0.00	1.20
08	1	06	04	2013	6	16	-2.50	0.00	0.70
09	1	06	04	2013	6	37	0.90	0.00	1.00
10	1	06	04	2013	6	67	4.10	0.00	2.30
11	1	06	04	2013	6	70	5.60	0.00	2.90
12	1	06	04	2013	6	70	6.20	0.00	2.60
13	1	06	04	2013	6	86	6.60	0.00	2.60
14	1	06	04	2013	6	74	6.90	0.00	2.90
15	1	06	04	2013	6	51	7.00	0.00	3.80
16	1	06	04	2013	6	69	6.10	0.00	5.10
17	1	06	04	2013	6	36	5.50	0.00	4.60
18	1	06	04	2013	6	39	4.60	0.00	4.70
19	1	06	04	2013	6	37	2.90	0.00	4.20
20	1	06	04	2013	6	20	1.60	0.00	4.10
21	1	06	04	2013	6	21	0.70	0.00	3.80
22	1	06	04	2013	6	12	0.10	0.00	3.70
23	1	06	04	2013	6	8	-0.50	0.00	3.90
00	-23	07	04	2013	7	9	-0.60	0.00	4.20
01	1	07	04	2013	7	9	-1.00	0.00	4.70
02	1	07	04	2013	7	4	-1.40	0.00	4.70
03	1	07	04	2013	7	0	-1.80	0.00	4.70
04	1	07	04	2013	7	0	-1.90	0.00	5.00
05	1	07	04	2013	7	0	-1.80	0.00	5.20
06	1	07	04	2013	7	12	-0.30	0.00	4.50
07	1	07	04	2013	7	9	0.20	0.00	5.00
08	1	07	04	2013	7	16	0.80	0.00	5.10
09	1	07	04	2013	7	23	1.50	0.00	5.10
10	1	07	04	2013	7	20	2.40	0.00	5.40
11	1	07	04	2013	7	35	3.30	0.00	5.60
12	1	07	04	2013	7	36	4.00	0.00	5.60
13	1	07	04	2013	7	39	4.50	0.00	5.30
14	1	07	04	2013	7	44	4.50	0.00	5.40
15	1	07	04	2013	7	37	5.20	0.00	4.90
16	1	07	04	2013	7	40	5.20	0.00	4.70
17	1	07	04	2013	7	68	4.90	0.00	4.40
18	1	07	04	2013	7	32	3.70	0.00	3.70
19	1	07	04	2013	7	38	2.20	0.00	3.50
20	1	07	04	2013	7	17	0.80	0.00	3.80
21	1	07	04	2013	7	20	-0.20	0.00	3.80
22	1	07	04	2013	7	5	-1.20	0.00	3.50
23	1	07	04	2013	7	19	-1.90	0.00	3.20
00	-23	08	04	2013	1	2	-2.70	0.00	2.70
01	1	08	04	2013	1	2	-3.50	0.00	2.40
02	1	08	04	2013	1	0	-4.30	0.00	1.90
03	1	08	04	2013	1	0	-5.00	0.00	2.10
04	1	08	04	2013	1	1	-5.30	0.00	2.30
05	1	08	04	2013	1	7	-5.70	0.00	2.10
06	1	08	04	2013	1	54	-5.80	0.00	1.70
07	1	08	04	2013	1	105	-4.50	0.00	1.10
08	1	08	04	2013	1	79	-2.10	0.00	1.00
09	1	08	04	2013	1	50	1.20	0.00	2.10
10	1	08	04	2013	1	38	3.30	0.00	3.20
11	1	08	04	2013	1	79	4.20	0.00	4.10
12	1	08	04	2013	1	95	4.70	0.00	4.10
13	1	08	04	2013	1	74	4.80	0.00	4.00
14	1	08	04	2013	1	75	5.20	0.00	3.60
